"","Family Size","Males","Females","Natives","Not Natives","Male Occupation","Female Occupation","Born.slaves","Can.read","Can.write"
"4107",6,2,4,5,1,"Labr $5 Wee","Washing 2 Dol Wee",1,6,5
"4108",5,1,4,5,0,"Labr $3.50 Week","Wants Washing",0,1,1
"4111",2,1,1,1,1,"Wants Situation","Wife Wants Work",0,2,1
"4113",3,1,2,3,0,"Laborer  200 yr","Washing and Days Work 1.50 w",0,2,1
"4114",2,1,1,1,1,"Labor $5 Wee","Woman Lame",0,1,0
"4116",7,4,3,7,0,"Brickmaker $6 Wee","Wash $2 Wee",0,4,4
"4117",4,2,2,0,4,"Laborer $4.00 w","Plain Sewing 40 y",1,1,0
"4118",2,1,1,1,1,"Water $5 Week","Mantua maker $4 Wee",0,2,1
"4119",5,4,1,4,1,"BootMaker 500 y","Keeps house",0,3,2
"4120",6,2,4,5,1,"Coachman 15 mo","Washing & Ironing 29 qr",0,1,0
"4122",5,2,3,0,5,"Carpenter  $6 Wee","Washing $2 Wee",2,4,3
"4123",4,2,2,3,1,"Sailor $17 Mon","Wash $1.50 Wee",1,3,3
"4124",15,10,5,7,8,"Carters $5 Week 3 of them","Washing  2.50 Wee",0,7,4
"4125",5,2,3,3,2,"Basket Maker $4 w","Weakly",0,2,1
"4126",3,1,2,0,3,"Rases hogs","Lame",1,1,0
"4127",4,2,2,1,3,"Labour $5 Week","out at washing $1.50 Wee",0,3,3
"4129",5,4,1,5,0,"Jobbing etc. $2.00 w","Sewing, washing etc. $$1.50 w",0,2,0
"4130",12,5,7,12,0,"Porter $5 Wee","keep the House",0,8,2
"4131",3,2,1,0,2,"Labourer $4.50 Week","Wash $1.75 ",0,0,0
"4132",3,2,1,1,2,"Labourer $4.50 Wee","keeps the House",0,1,1
"4133",3,2,1,0,3,"2 Laborer (each) 2.50 w","Washing $4.50 mo",0,0,2
"4134",6,3,3,5,1,"Labourer $4 Wee","keeps the House",0,3,2
"4136",3,2,1,2,0,"Carter $5 W","Sorting Rags  $7 Wee",0,0,0
"4137",6,3,3,5,1,"Barber $6 Wee","keeps the House",0,4,1
"4140",12,8,4,11,1,"Farmer 450 y","Farm Work",0,0,5
"4141",3,1,2,2,1,"Carter $5 Wee","Wash $2.50 Wee",1,2,2
"4143",4,1,3,4,0,"Labr$4 Wee","Washing $2 Wee",0,2,1
"4145",5,1,4,4,1,"Labr $4.50 Wee","Wash $1 W",1,1,0
"4146",2,1,1,0,2,"Labour $4.50 Wee","keeps the House",1,0,0
"4148",3,1,2,2,1,"Carter $4.50 Wee","Takes care of Mother",0,2,1
"4150",6,4,2,3,3,"Labr 4 Week","Wants Washing",0,1,0
"4151",5,2,3,3,2,"Clergyman 150 y","Plain sewing $2.00 w",0,3,2
"4152",3,1,2,3,0,"Labr $5 Wee","Wash $2.00 Week",0,2,1
"4153",4,2,2,4,0,"Coal Yard $6 Wee","Washing $1.75 Wee",1,4,2
"4155",4,2,2,3,1,"Son Labr $5 Wee","Washing $3 Wee",1,3,3
"4158",5,2,3,5,0,"Carter $4.50 Wee","Wants Sewing",0,4,4
"4159",5,1,4,4,1,"Sailor $17 Month","Wash $2 Week",1,2,1
"4160",2,1,1,1,1,"Labr $4.50 ","Washing $1.50 Week",0,2,0
"4161",5,1,4,1,4,"Labourer $5 Wee","Wash 1.00 Wee",2,4,1
"4162",4,1,3,3,1,"at McBurneys Confectionary $5 Week","Wash $1.75 Week",1,2,1
"4164",5,2,3,5,0,"Farmer 16 mo","Whitewashing $2 w",0,0,4
"4165",9,5,4,8,1,"Farmer $15 mo","Snuff milling $1.00 w",0,3,2
"4166",6,4,2,4,2,"Deale r In Oysters $4 W","Deals in Vegitables $2 Wee",1,4,0
"4170",2,1,1,2,0,"Public School teacher 200 y","House Work",0,2,0
"4175",2,1,1,2,0,"Saw Mill (in) $7.00 w","Washing & Days WOrk 1.50 w",0,2,1
"4177",2,1,1,2,0,"Labourer $5 Wee","Wash $1.75 Wee",0,1,0
"4178",6,2,4,4,2,"Porter $5 Wee","Wash $2  Wee",0,2,2
"4179",4,2,2,3,1,"Labr $6 Wee","Wash $1.00 Wee",0,2,0
"4180",3,1,2,1,2,"Hostler 13 mo","Washing &c. 32 q",0,1,0
"4181",2,1,1,1,1,"Coachman 12 mo","Weakly",0,2,1
"4183",3,1,2,2,1,"Labr $5 Week","Wash $1.50 Wee",0,2,1
"4186",3,2,1,1,2,"Laborer $4 w","Days Work $1.00 w",0,3,2
"4187",2,1,1,2,2,"Labour $5 Week","Wash & c $1.50 W",0,2,0
"4188",7,3,4,2,5,"Wool factory (in) 3.50","Days WOrk $2.00 w",0,1,0
"4189",4,3,1,2,2,"Porter $3.50 Wee","Washing $1.50 Wee",0,2,0
"4190",4,2,2,0,3,"Carter $4 Wee","Wants Washing",1,0,1
"4192",2,1,1,0,2,"Porter $4 Wee","Wants Washing",0,2,1
"4195",7,3,4,6,1,"House carpenter $300 y","Plain Sewing $50 y",0,1,0
"4197",3,1,2,1,2,"Labour $5 Wee","Wash $1.50 Wee",0,2,2
"4198",3,1,2,1,2,"Laborer $2.50 w","Keeps Cake Shop 3.00 w",1,0,0
"4199",4,1,3,1,3,"Boot maker 2.00 w","Washing & Ironing 300 y",1,0,1
"4201",3,2,1,1,2,"Water $15 Month","Wash $1 Week",0,3,2
"4203",4,2,2,4,0,"Laborer $3.00 w","Plain sewing $1.00 w",0,0,2
"4205",7,2,5,6,1,"Labr $5 Wee","Wash $1.50 Wee",1,2,0
"4206",6,4,2,5,1,"Sn Hand Clothes Dealer $1000 y","Washing $18 q",1,0,4
"4207",3,1,2,0,0,"Carter $6 Wee","keeps the House",0,3,3
"4208",4,2,2,4,0,"Labr $4.50 Wee","Wash $2 Wee",0,1,1
"4209",6,2,4,4,2,"Labr $5 Wee","Wash $2 Wee",0,2,0
"4210",7,6,1,1,6,"Stevedore $4 Wee","Wash $1.00 Wee",5,7,5
"4213",0,4,2,1,2,"Labr $4.50 W","Washing Wanted",1,2,1
"4214",3,1,2,3,0,"Water $10 Month","Washing 50 cts Wee",1,2,1
"4215",4,3,1,3,1,"Labr $4.50 Week","Wash $1.50 Wee",0,1,1
"4216",3,2,1,1,2,"Shoemaker $6 Wee","Keeps the House",0,2,2
"4217",3,2,1,2,1,"Porter $6 Wee","Keeps the House",1,2,1
"4218",3,1,2,0,3,"In winter jobbing in summer ice cream 6 w","washing & cooking 4.25 mo",3,0,0
"4220",5,2,3,4,1,"Laborer $4.00 w","Washing & Days WOrk 1.25 w",0,0,0
"4222",4,1,3,4,0,"Waiter $12 mo","DressMaker & Milliner $2.00 w",0,3,3
"4224",10,5,5,9,1,"Laborer $4.00 w","Weakly",1,5,4
"4225",2,1,1,1,1,"Coachman $6 Wee","keeps the House",0,0,1
"4226",5,2,3,5,0,"Shoe Maker $6 Wee","Wash $2 Week",0,4,4
"4227",6,2,4,6,0,"Carter $6 Week","Washing $1.75 Wee",0,2,2
"4228",12,5,7,11,1,"Barber $13 Wee","Sewing Wanted",0,7,6
"4229",2,1,1,0,0,"Baker $5 Wee","Keeps the House",0,2,2
"4231",2,1,1,1,1,"Barber $8 Wee","keeps the House",0,2,2
"4232",2,1,1,1,1,"Oysters $6 Wee","keeps the house",0,1,0
"4234",2,1,1,2,0,"Labr $4.50 Wee","Washing $2 Wee",0,1,1
"4235",2,1,1,0,2,"Laborer $2.oo w","Wash & days work $1.50 w",0,1,0
"4236",2,1,1,0,2,"Laborer $2. w","Wash & Days Work $1.50 w",1,1,0
"4237",3,1,2,2,1,"Coachman $12 Mont","Washing $1.50 Wee",1,1,0
"4239",4,1,3,3,1,"Wayter $6","Wash $1.75 Wee",1,3,1
"4240",2,1,1,1,1,"Carter $5 Wee","Washing  &c $1.50 Wee",0,1,0
"4241",4,2,2,4,0,"Water $100 Mon","Wants work",0,3,1
"4242",9,6,3,7,2,"Bar Tender 30 mo","House Work",0,0,4
"4243",4,1,3,1,3,"Porter $5 Wee","Washing $3 Wee",2,3,1
"4244",6,3,3,4,2,"Jobbing $1 w","Washing &c $2.00 w",0,0,1
"4245",5,3,2,3,2,"Coachman $12 Mon","Washing $1 Wee",0,0,0
"4246",4,1,3,2,2,"Engineer $7 Week","keeps the House",1,2,2
"4248",6,1,5,5,1,"Labr $5 Wee","Washing  $2.50 Wee",0,2,1
"4249",3,1,2,0,3,"Laborer $4.50 w","Washing & Sewing $1.75 w",0,2,1
"4251",6,2,4,5,1,"Labr $4.50 Wee","keeps the House",0,0,0
"4252",7,3,4,5,2,"Carter $4 Wee","Wash $1.50 Wee",2,0,2
"4253",2,1,1,1,1,"Carter $6 Wee","Washing $1.50 Wee",1,1,0
"4254",6,2,4,6,0,"Jobbing $6 w","Washing $1.50 w",0,3,2
"4255",4,2,2,2,2,"Porter $4.50 Wee","Wash $1.75 Wee",0,0,0
"4256",9,3,6,1,8,"Laborer 350 y","Washing Day Work $2.00 w",1,3,0
"4257",6,2,4,6,0,"Public Porter 3.50 w","Washing Day Work $2.00 w",0,2,0
"4259",2,1,1,2,0,"Labr $4 Wee","Washing 75 cts Wee",1,0,1
"4260",8,5,3,6,2,"Shave Shingles $5 Wee","Washing $2 Wee",0,3,2
"4261",5,1,4,3,2,"Cook at Hotel $5 Wee","keeps the house",0,3,2
"4263",6,4,2,0,6,"Labor $3.50 Wee","Wash 1.5 Wee",1,1,0
"4264",11,4,7,8,3,"Carter $6 Wee","Washing $2 Wee",0,7,2
"4265",6,1,5,6,0,"Laborer $5.00 w","Plain sewing $1.50 w",0,5,4
"4266",2,1,1,2,0,"Labr $4 Wee","Wash $2 Week",0,0,0
"4267",7,1,6,6,1,"man nearly helpless","Females want washing",0,0,0
"4268",7,2,5,7,0,"Barber $5 Wee","Wash $1.00 Wee",0,4,3
"4269",7,2,5,5,2,"1 Border  Labr $5 Wee","Wash $2 Wee",0,3,3
"4270",4,1,3,4,0,"Labr $4 Wee","Wants Work",0,0,0
"4271",3,2,1,1,2,"Labr $5 Wee","Washing $3 Week",1,0,0
"4272",2,1,1,2,0,"Coachman $6 Wee","Wash $2.50 Wee",0,1,1
"4274",5,2,3,4,1,"Coachman $5 Wee","keeps Big House",0,1,1
"4275",6,3,3,5,1,"Labr $4Wee","Wash $2.50 Wee",0,6,2
"4277",4,2,2,4,0,"Labourer $4 Wee","Washing $1.50",0,1,0
"4278",3,2,1,1,2,"Drayman $6 Wee","Wash $2 Wee",1,2,1
"4279",2,1,1,0,2,"Labour $5 Wee","Washing $1.50 Wee",2,1,0
"4280",3,1,2,0,2,"Man helpless","Washing $1.50 Wee",3,0,1
"4282",4,2,2,3,1,"Stevedore $6 Wee","out to Work $2 Wee",0,3,1
"4284",3,1,2,1,2,"Carter in Lumber Yard $6 w","Washing $2.00 w",0,3,1
"4286",4,1,3,3,1,"Labr $5 Wee","Wash $1.50 Wee",0,1,1
"4287",2,1,1,1,1,"Puts in Coal $5 Wee","Washing $2 Wee",0,1,1
"4288",7,2,5,6,1,"Water $6 Wee","Wash $2 Wee",0,2,1
"4289",4,2,2,1,3,"Agent for Ohio Public School","Plain Sewing 2.50 w",1,0,2
"4292",3,1,2,1,2,"Laborer $3.00 w","Days Wrrk &c 36 y",1,0,0
"4293",3,1,2,1,2,"Labr $5 Wee ","Wash $2 Wee",0,2,0
"4294",4,3,1,3,1,"Jobbing $2.00 w","Work wanted",0,0,1
"4295",5,3,2,2,3,"Barber $7 Wee","Washing $1.50 Wee",0,3,2
"4297",2,1,1,2,0,"Coachman $16 mo","Washing and ironing $2.00 w",0,2,1
"4299",5,3,2,4,1,"Labr $5 Wee","Washing $3 Week",0,3,1
"4300",3,2,1,1,2,"Brickmaker $6 Wee","Wash $1.00 Wee",0,2,0
"4301",3,2,1,3,0,"Labour $5 Week","Wash $1 Wee",0,0,0
"4305",3,2,1,2,1,"Labourer $5 Wee","Washing $2 Wee",0,1,0
"4308",7,4,3,5,2,"Labour $5 Wee","Washing $2 Wee",2,0,0
